Movie Name,Genre,Country,Time Line,Opening Date
워터월드,"모험, 액션",미국,136분,1995.09.02 개봉
마션,"모험, 드라마, SF","미국, 영국",144분,2015.10.08 개봉
에놀라 홈즈,"모험, 범죄, 드라마",영국,123분,
노스페이스,"모험, 드라마","독일, 오스트리아, 스위스",126분,2010.06.03 개봉
프리즌 이스케이프,"모험, 스릴러","영국, 오스트레일리아",106분,2020.05.06 개봉
로드 투 퍼디션,"모험, 범죄, 드라마, 스릴러",미국,117분,2002.09.13 개봉
해적: 바다로 간 산적,"모험, 액션",대한민국,130분,2014.08.06 개봉
라이온 킹,"애니메이션, 모험, 드라마, 가족",미국,89분,"2011.12.29 재개봉,  1994.07.09 개봉"
거울나라의 앨리스,"모험, 가족, 판타지",미국,112분,2016.09.07 개봉
벤허,"모험, 드라마",미국,123분,2016.09.14 개봉
피터와 드래곤,"모험, 가족, 판타지",미국,103분,2016.09.28 개봉
벼랑 위의 포뇨,"모험, 가족, 애니메이션",일본,100분,2008.12.17 개봉
허비 - 첫 시동을 걸다,"모험, 코미디, 가족, 판타지, 멜로/로맨스",미국,100분,2005.08.19 개봉
워터호스,"모험, 가족, 판타지","미국, 영국, 오스트레일리아",111분,2008.03.20 개봉
127 시간,"모험, 드라마, 스릴러","미국, 영국",93분,2011.02.17 개봉
올빼미,스릴러,대한민국,118분,2022.11.23 개봉
저수지 게임,"스릴러, 다큐멘터리",대한민국,100분,2017.09.07 개봉
미져리,"스릴러, 공포, 드라마",미국,104분,1991.03.01 개봉
하녀,스릴러,대한민국,111분,"2010.06.03 재개봉,  1960.11.03 개봉"
김복남 살인사건의 전말,스릴러,대한민국,115분,2010.09.02 개봉
모리타니안,"스릴러, 드라마",미국,129분,2021.03.17 개봉
조커,"스릴러, 드라마",미국,123분,2019.10.02 개봉
범죄의 여왕,스릴러,대한민국,103분,2016.08.25 개봉
배드 지니어스,스릴러,타이,130분,2017.11.02 개봉
프레스티지,"스릴러, 드라마, SF","영국, 미국",130분,2006.11.02 개봉
올가미,스릴러,대한민국,100분,1997.11.01 개봉
레드 스패로,스릴러,미국,140분,2018.02.28 개봉
몽타주,"스릴러, 드라마",대한민국,120분,2013.05.16 개봉
분노,"스릴러, 드라마",일본,142분,2017.03.30 개봉
더 스파이,스릴러,미국,112분,2021.04.28 개봉
닥터 슬립,스릴러,미국,152분,2019.11.07 개봉
리턴,"스릴러, 미스터리",대한민국,113분,2007.08.08 개봉
해피 엔드,스릴러,대한민국,99분,1999.12.11 개봉
폴: 600미터,"스릴러, 액션","영국, 미국",107분,2022.11.16 개봉
나를 찾아줘,스릴러,미국,149분,2014.10.23 개봉
더 테러 라이브,"스릴러, 드라마",대한민국,97분,2013.07.31 개봉
더 재킷,"스릴러, 판타지, 공포, 드라마","미국, 영국, 독일",102분,2008.01.10 개봉
제로 다크 서티,"스릴러, 액션, 드라마",미국,157분,2013.03.07 개봉
노인을 위한 나라는 없다,"스릴러, 드라마, 범죄",미국,122분,"2018.08.09 재개봉,  2008.02.21 개봉"
팅커 테일러 솔저 스파이,스릴러,"영국, 프랑스, 독일",127분,"2021.04.08 재개봉,  2012.02.09 개봉"
랜섬,"스릴러, 드라마",미국,121분,1996.12.07 개봉
작전명 발키리,"스릴러, 드라마, 전쟁","미국, 독일",120분,2009.01.22 개봉
무언의 목격자,"스릴러, 코미디","독일, 영국, 미국, 러시아 연방",90분,1996.04.05 개봉
롱 키스 굿나잇,"스릴러, 액션",미국,120분,1996.12.14 개봉
콰이어트 플레이스 2,스릴러,미국,97분,2021.06.16 개봉
트위스터,"스릴러, 액션",미국,107분,1996.07.13 개봉
블라인드 멜로디,스릴러,인도,139분,2019.08.28 개봉
아나콘다,"스릴러, 공포","미국, 브라질, 페루",89분,1997.08.09 개봉
퍼펙트 스톰,"스릴러, 드라마",미국,130분,2000.07.29 개봉
프리즈너스,"스릴러, 범죄, 드라마",미국,153분,2013.10.02 개봉
딥 라이징,"스릴러, 액션, 공포",미국,101분,1999.04.17 개봉
아웃브레이크,스릴러,미국,125분,1995.04.01 개봉
밀레니엄 : 여자를 증오한 남자들,"스릴러, 드라마","미국, 스웨덴, 영국, 독일",158분,2012.01.11 개봉
블라인드,스릴러,대한민국,111분,2011.08.10 개봉
썸 오브 올 피어스,"스릴러, 액션, 드라마",미국,123분,2002.08.02 개봉
인썸니아,스릴러,미국,118분,2002.08.15 개봉
히든 페이스,스릴러,"콜롬비아, 스페인",97분,2014.09.12 개봉
프리즈 프레임,"스릴러, 범죄, 드라마","영국, 아일랜드",99분,2005.07.07 개봉
섹스 마네킹,"스릴러, 판타지, 공포",미국,90분,2005.07.15 개봉
머시니스트,"스릴러, 드라마",스페인,101분,2005.04.09 개봉
덫: 치명적인 유혹,"스릴러, 멜로/로맨스",대한민국,107분,2015.09.17 개봉
존 윅,"스릴러, 액션",미국,107분,"2020.07.29 재개봉, 2020.03.19 재개봉, 2017.03.30 재개봉,  2015.01.21 개봉"
함정,"스릴러, 드라마, 미스터리",미국,120분,1999.10.16 개봉
본 콜렉터,"스릴러, 범죄",미국,118분,2000.01.01 개봉
거미숲,"스릴러, 미스터리",대한민국,112분,2004.09.03 개봉
달콤한 인생,"느와르, 액션, 드라마",대한민국,120분,2005.04.01 개봉
18 : 우리들의 성장 느와르,"느와르, 드라마",대한민국,104분,2014.08.14 개봉
하이힐,"느와르, 액션",대한민국,125분,"2014.06.18 재개봉,  2014.06.03 개봉"
사생결단,"느와르, 액션",대한민국,117분,2006.04.27 개봉
창수,느와르,대한민국,103분,2013.11.28 개봉
친구2,"느와르, 액션",대한민국,124분,2013.11.14 개봉
런던 블러바드,느와르,"미국, 영국",103분,"2013.01.03 재개봉,  2012.09.20 개봉"
미옥,"느와르, 범죄, 액션",대한민국,91분,2017.11.09 개봉
깡치,"느와르, 액션",대한민국,90분,2016.09.08 개봉
얼굴없는 보스,"느와르, 드라마",대한민국,100분,2019.11.21 개봉
할머니의 먼 집,다큐멘터리,대한민국,92분,2016.09.29 개봉
밥정,"다큐멘터리, 드라마",대한민국,82분,2020.10.07 개봉
주전장,다큐멘터리,미국,121분,2019.07.25 개봉
사이버 지옥: N번방을 무너뜨려라,다큐멘터리,대한민국,104분,
가나의 혼인잔치: 언약,"다큐멘터리, 드라마",미국,73분,2020.11.26 개봉
다시 태어나도 우리,다큐멘터리,대한민국,95분,2017.09.27 개봉
울지마 톤즈,다큐멘터리,대한민국,91분,2010.09.09 개봉
교회오빠,다큐멘터리,대한민국,85분,2019.05.16 개봉
폴란드로 간 아이들,"다큐멘터리, 드라마",대한민국,79분,2018.10.31 개봉
브레이크 더 사일런스: 더 무비,다큐멘터리,대한민국,89분,2020.09.24 개봉
자백,다큐멘터리,대한민국,106분,2016.10.13 개봉
더 코브: 슬픈 돌고래의 진실,다큐멘터리,미국,91분,2009.10.29 개봉
퀸 락 몬트리올,다큐멘터리,영국,95분,"2011.11.24 재개봉,  2009.07.30 개봉"
마이클 잭슨의 디스 이즈 잇,다큐멘터리,미국,111분,2009.10.28 개봉
브링 더 소울 : 더 무비,다큐멘터리,대한민국,101분,"2020.08.28 재개봉,  2019.08.07 개봉"
부활: 그 증거,다큐멘터리,대한민국,99분,2020.10.08 개봉
땐뽀걸즈,다큐멘터리,대한민국,85분,2017.09.27 개봉
트루맛쇼,다큐멘터리,대한민국,70분,2011.06.02 개봉
"님아, 그 강을 건너지 마오",다큐멘터리,대한민국,86분,2014.11.27 개봉
잉여들의 히치하이킹,다큐멘터리,대한민국,105분,2013.11.28 개봉
뚜르: 내 생애 최고의 49일,다큐멘터리,대한민국,97분,2017.02.01 개봉
슈퍼소닉,다큐멘터리,영국,122분,2016.11.24 개봉
"서서평, 천천히 평온하게",다큐멘터리,대한민국,78분,2017.04.26 개봉
너에게 가는 길,다큐멘터리,대한민국,93분,2021.11.17 개봉
칠곡 가시나들,다큐멘터리,대한민국,100분,2019.02.27 개봉
트와이스랜드,다큐멘터리,대한민국,109분,2018.12.07 개봉
식코,다큐멘터리,미국,120분,2008.04.03 개봉
비상,다큐멘터리,대한민국,100분,2006.12.14 개봉
트윈스터즈,"다큐멘터리, 가족","미국, 대한민국, 영국",89분,2016.03.03 개봉
전투왕,다큐멘터리,대한민국,73분,2022.02.17 개봉
피아니스트 세이모어의 뉴욕 소네트,다큐멘터리,미국,84분,2016.04.07 개봉
피의 연대기,다큐멘터리,대한민국,84분,2018.01.18 개봉
공범자들,다큐멘터리,대한민국,106분,2017.08.17 개봉
젝스키스 에이틴,다큐멘터리,대한민국,100분,2018.01.18 개봉
댄서,다큐멘터리,"영국, 미국, 러시아 연방, 우크라이나",85분,2017.04.13 개봉
"제자, 옥한흠",다큐멘터리,대한민국,92분,2014.10.30 개봉
나는 고양이로소이다,다큐멘터리,대한민국,90분,2017.06.08 개봉
타샤 튜더,다큐멘터리,일본,104분,2018.09.13 개봉
서칭 포 슈가맨,다큐멘터리,"스웨덴, 영국",86분,2012.10.11 개봉
인생 후르츠,다큐멘터리,일본,90분,2018.12.06 개봉
고양이 춤,다큐멘터리,대한민국,76분,2011.11.17 개봉
빅뱅 메이드,다큐멘터리,대한민국,114분,2016.06.30 개봉
인사이드 잡,"다큐멘터리, 범죄",미국,108분,2011.05.19 개봉
말하는 건축가,다큐멘터리,대한민국,95분,2012.03.08 개봉
김정일리아,"다큐멘터리, 드라마",미국,76분,2011.06.23 개봉
우리 학교,"다큐멘터리, 드라마",대한민국,131분,2007.03.29 개봉
"그날, 바다",다큐멘터리,대한민국,110분,2018.04.12 개봉
우린 액션배우다,"다큐멘터리, 액션, 코미디",대한민국,110분,2008.08.28 개봉
노무현입니다,다큐멘터리,대한민국,109분,2017.05.25 개봉
태양 아래,다큐멘터리,"체코, 러시아 연방, 독일, 라트비아, 북한",92분,2016.04.27 개봉
서유기 2 - 선리기연,"코미디, 액션, 모험, 판타지, 멜로/로맨스",홍콩,99분,2010.06.01 개봉
트루먼 쇼,"코미디, 드라마, SF",미국,103분,"2018.12.13 재개봉,  1998.10.24 개봉"
세 얼간이,코미디,인도,141분,"2016.11.09 재개봉,  2011.08.18 개봉"
미세스 다웃파이어,"코미디, 가족, 드라마",미국,125분,1994.01.22 개봉
언터처블: 1%의 우정,"코미디, 드라마",프랑스,112분,2012.03.22 개봉
모던 타임즈,코미디,미국,87분,"2015.03.19 재개봉, 1993.08.14 재개봉,  1989.12.09 개봉"
라따뚜이,"코미디, 가족, 모험, 애니메이션",미국,115분,2007.07.25 개봉
엽기적인 그녀,"코미디, 드라마, 멜로/로맨스",대한민국,137분,"2021.02.24 재개봉,  2001.07.27 개봉"
로마의 휴일,"코미디, 드라마, 멜로/로맨스","미국, 이탈리아",118분,1955.09.30 개봉
패밀리 맨,"코미디, 드라마, 멜로/로맨스, 판타지",미국,124분,2000.12.30 개봉
시스터 액트,"코미디, 범죄, 뮤지컬, 액션",미국,100분,1993.05.01 개봉
위대한 독재자,코미디,미국,126분,"2015.04.16 재개봉, 2002.11.01 재개봉,  1988 개봉"
빅,"코미디, 드라마, 판타지",미국,104분,1989.07.15 개봉
서유기 - 월광보합,"코미디, 액션, 모험, 판타지, 멜로/로맨스",홍콩,88분,"2010.06.01 재개봉,  1995.09.16 개봉"
스팅,"코미디, 범죄, 드라마",미국,129분,1978.11.04 개봉
스쿨 오브 락,코미디,영국,109분,"2017.11.29 재개봉,  2004.02.27 개봉"
라디오 스타,"코미디, 드라마",대한민국,115분,2006.09.28 개봉
과속스캔들,코미디,대한민국,108분,2008.12.03 개봉
마틸다,"코미디, 가족, 판타지",미국,98분,1997.08.09 개봉
마스크,"코미디, 판타지, 액션, 범죄",미국,97분,1994.08.20 개봉
조조 래빗,"코미디, 드라마, 전쟁",미국,108분,2020.02.05 개봉
패딩턴 2,"코미디, 드라마, 애니메이션","영국, 프랑스",104분,2018.02.08 개봉
쉘 위 댄스,"코미디, 드라마",일본,136분,2000.05.13 개봉
혐오스런 마츠코의 일생,"코미디, 뮤지컬",일본,129분,2007.04.12 개봉
즐거운 인생,코미디,대한민국,112분,2007.09.13 개봉
취권,"코미디, 액션",홍콩,107분,1979.09.29 개봉
클릭,"코미디, 드라마, 판타지",미국,107분,2007.02.01 개봉
아는 여자,코미디,대한민국,107분,2004.06.25 개봉
써니,"코미디, 드라마",대한민국,124분,"2011.07.28 재개봉,  2011.05.04 개봉"
우드잡,"코미디, 드라마",일본,116분,2015.01.07 개봉
시스터 액트 2,"코미디, 뮤지컬",미국,107분,1994.04.23 개봉
패치 아담스,"코미디, 드라마",미국,115분,1999.04.03 개봉
피케이: 별에서 온 얼간이,"코미디, 드라마",인도,129분,2015.09.03 개봉
내 깡패 같은 애인,"코미디, 드라마, 멜로/로맨스",대한민국,105분,2010.05.20 개봉
바그다드 카페 : 디렉터스컷,"코미디, 드라마","독일(구 서독), 미국",108분,"2021.04.28 재개봉, 2016.07.14 재개봉,  1993.07.17 개봉"
경찰서를 털어라,"코미디, 범죄, 액션","미국, 독일",93분,1999.11.06 개봉
브루스 올마이티,"코미디, 판타지, 멜로/로맨스",미국,100분,2003.07.11 개봉
"알로, 슈티",코미디,프랑스,106분,2015.07.02 개봉
결혼 이야기,"코미디, 드라마",미국,137분,2019.11.27 개봉
영구와 땡칠이,"코미디, 가족, 모험",대한민국,97분,1989.07.29 개봉
선생 김봉두,"코미디, 드라마",대한민국,117분,2003.03.28 개봉
인턴,코미디,미국,121분,2015.09.24 개봉
수상한 그녀,"코미디, 드라마",대한민국,124분,2014.01.22 개봉
터미널,"코미디, 멜로/로맨스, 드라마",미국,128분,2004.08.27 개봉
울학교 이티,"코미디, 드라마",대한민국,120분,2008.09.11 개봉
록 스탁 앤 투 스모킹 배럴즈,"코미디, 범죄",영국,105분,1999.06.12 개봉
불가사리,"코미디, SF, 공포",미국,92분,1990.09.08 개봉
그것만이 내 세상,"코미디, 드라마",대한민국,120분,2018.01.17 개봉
미스 리틀 선샤인,"코미디, 드라마, 모험",미국,102분,2006.12.21 개봉
스윙걸즈,코미디,일본,103분,2006.03.23 개봉
안녕 베일리,가족,미국,109분,2019.09.05 개봉
프리 윌리,"가족, 모험, 드라마",미국,112분,1994.08.06 개봉
메리 포핀스,"가족, 코미디, 뮤지컬, 판타지",미국,140분,"1979.05.03 재개봉,  1975.12.24 개봉"
리멤버 타이탄,"가족, 드라마",미국,113분,2001.04.14 개봉
아름다운 비행,"가족, 모험, 드라마",미국,107분,1996.12.28 개봉
후크,"가족, 모험, 판타지",미국,144분,1992.06.20 개봉
짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄!,"가족, 코미디, 애니메이션",일본,102분,2009.09.24 개봉
오즈의 마법사,"가족, 판타지, 모험, 뮤지컬",미국,112분,2012.05.03 개봉
피터팬,"가족, 액션, 판타지, 모험",미국,105분,2004.01.16 개봉
하치 이야기,"가족, 드라마",일본,107분,2002.06.28 개봉
카,"가족, 코미디, 모험, 판타지, 애니메이션",미국,121분,2006.07.20 개봉
마음이...,"가족, 드라마",대한민국,97분,2006.10.26 개봉
덤보,"가족, 판타지",미국,111분,2019.03.27 개봉
투 브라더스,"가족, 드라마, 모험","프랑스, 영국",104분,2006.01.20 개봉
우리는 동물원을 샀다,"가족, 코미디",미국,124분,2012.01.18 개봉
하늘이 보내준 딸,가족,인도,115분,2012.04.19 개봉
걸어도 걸어도,"가족, 드라마",일본,114분,"2016.08.04 재개봉,  2009.06.18 개봉"
날아라 허동구,"가족, 코미디, 드라마",대한민국,96분,2007.04.26 개봉
해피 피트,"가족, 모험, 코미디, 뮤지컬, 애니메이션","오스트레일리아, 미국",108분,2006.12.21 개봉
우리 개 이야기,"가족, 드라마",일본,95분,2006.06.08 개봉
마음이 2,"가족, 코미디, 모험",대한민국,92분,2010.07.21 개봉
동경가족,"가족, 드라마",일본,146분,2014.07.31 개봉
프린세스 다이어리,"가족, 코미디, 드라마",미국,115분,2001.09.28 개봉
리지 맥과이어,"가족, 모험, 코미디",미국,94분,2004.02.26 개봉
춘몽,가족,대한민국,101분,2016.10.13 개봉
아이스케키,"가족, 드라마",대한민국,95분,2006.08.24 개봉
G-포스: 기니피그 특공대,"가족, 액션, 모험, 판타지, 코미디",미국,90분,2010.04.22 개봉
휴고,"가족, 미스터리, 모험, 드라마, 판타지",미국,126분,2012.02.29 개봉
용길이네 곱창집,"가족, 드라마",일본,127분,2020.03.12 개봉
비밀의 숲 테라비시아,"가족, 모험",미국,94분,2007.02.15 개봉
프린세스 다이어리 2,"가족, 멜로/로맨스, 코미디",미국,113분,2004.10.29 개봉
빨간 모자의 진실,"가족, 코미디, 애니메이션",미국,80분,2006.04.06 개봉
방울토마토,"가족, 드라마",대한민국,100분,2008.05.29 개봉
깡철이,가족,대한민국,108분,2013.10.02 개봉
썬키스 패밀리,"가족, 코미디, 멜로/로맨스",대한민국,105분,2019.03.27 개봉
마고리엄의 장난감 백화점,"가족, 판타지, 코미디",미국,93분,2007.12.24 개봉
어부바,가족,대한민국,107분,2022.05.11 개봉
콩가네,"가족, 코미디",대한민국,108분,2013.07.11 개봉
나이브스 아웃,"미스터리, 스릴러",미국,130분,"2021.01.14 재개봉,  2019.12.04 개봉"
원초적 본능,"미스터리, 스릴러",미국,128분,"2021.03.18 재개봉,  1992.05.23 개봉"
바닐라 스카이,"미스터리, 스릴러, SF, 멜로/로맨스, 드라마",미국,135분,2001.12.21 개봉
데블스 에드버킷,"미스터리, 스릴러, 드라마","미국, 독일",144분,1997.12.20 개봉
백설공주 살인사건,"미스터리, 서스펜스",일본,126분,2015.02.12 개봉
중독노래방,"미스터리, 판타지",대한민국,106분,2017.06.15 개봉
디 아더스,"미스터리, 공포","미국, 프랑스, 스페인",104분,"2017.09.07 재개봉,  2002.01.11 개봉"
폰 부스,"미스터리, 스릴러",미국,81분,2003.06.13 개봉
무명인,"미스터리, 스릴러, 액션","대한민국, 일본",120분,2014.05.29 개봉
미씽: 사라진 여자,"미스터리, 가족, 서스펜스",대한민국,100분,2016.11.30 개봉
그랜드 부다페스트 호텔,"미스터리, 모험","독일, 영국",100분,"2018.10.11 재개봉,  2014.03.20 개봉"
리스본행 야간열차,"미스터리, 멜로/로맨스, 스릴러","독일, 스위스, 포르투갈",111분,2014.06.05 개봉
검은 사제들,"미스터리, 드라마",대한민국,108분,2015.11.05 개봉
겟 아웃,"미스터리, 공포, 스릴러, 드라마",미국,104분,2017.05.17 개봉
컨테이젼,"미스터리, 스릴러",미국,103분,2011.09.22 개봉
데스 노트 - 라스트 네임,"미스터리, 범죄, 스릴러, 모험","미국, 일본",139분,2007.01.10 개봉
마녀,"미스터리, 액션",대한민국,125분,2018.06.27 개봉
런,"미스터리, 스릴러",미국,90분,2020.11.20 개봉
해피 데스데이,"미스터리, 공포, 스릴러",미국,96분,2017.11.08 개봉
기억의 밤,"미스터리, 스릴러",대한민국,109분,2017.11.29 개봉
리미트리스,"미스터리, 스릴러, 액션",미국,105분,2012.07.12 개봉
천사와 악마,"미스터리, 스릴러, 범죄, 액션",미국,138분,2009.05.14 개봉
화차,미스터리,대한민국,117분,2012.03.08 개봉
웃는 남자,"미스터리, 판타지","프랑스, 체코",95분,2013.03.28 개봉
백야행 - 하얀 어둠 속을 걷다,"미스터리, 멜로/로맨스, 스릴러, 범죄, 드라마",대한민국,135분,2009.11.19 개봉
줄리아의 눈,"미스터리, 스릴러, 범죄, 공포",스페인,117분,2011.03.31 개봉
적인걸2: 신도해왕의 비밀,"미스터리, 액션, 범죄",중국,128분,2013.10.02 개봉
오드 토머스,"미스터리, 스릴러, SF",미국,97분,2014.08.27 개봉
인페르노,"미스터리, 스릴러","미국, 일본, 튀르키예, 헝가리",121분,2016.10.19 개봉
조용한 세상,"미스터리, 드라마, 스릴러",대한민국,107분,2006.12.14 개봉
이레셔널 맨,미스터리,미국,95분,2016.07.21 개봉
프랙처드,"미스터리, 스릴러",미국,99분,
더 기프트,"미스터리, 스릴러","오스트레일리아, 미국",108분,2015.11.05 개봉
용의자X,미스터리,대한민국,119분,2012.10.18 개봉
곡성(哭聲),"미스터리, 스릴러, 드라마",대한민국,156분,2016.05.12 개봉
더 룸,"미스터리, 스릴러","프랑스, 룩셈부르크, 벨기에",100분,2019.09.25 개봉
내일의 기억,"미스터리, 스릴러",대한민국,99분,2021.04.21 개봉
베스트셀러,미스터리,대한민국,117분,2010.04.15 개봉
스마일,"미스터리, 공포",미국,115분,2022.10.06 개봉
시간위의 집,"미스터리, 스릴러",대한민국,100분,2017.04.05 개봉
콜,"미스터리, 스릴러",대한민국,112분,2020.11.27 개봉
클로버필드 10번지,"미스터리, 스릴러",미국,103분,2016.04.07 개봉
시크릿 인 데어 아이즈,"미스터리, 스릴러",미국,111분,2016.04.27 개봉
그때 그사람들,"미스터리, 코미디",대한민국,102분,2005.02.03 개봉
된장,미스터리,대한민국,107분,2010.10.21 개봉
다빈치 코드,"미스터리, 드라마, 스릴러",미국,147분,2006.05.18 개봉
오큘러스,"미스터리, 공포, 스릴러",미국,105분,2014.05.29 개봉
소녀,"미스터리, 멜로/로맨스, 스릴러",대한민국,109분,2013.11.07 개봉
방법: 재차의,"미스터리, 스릴러",대한민국,109분,2021.07.28 개봉
사바하,"미스터리, 스릴러",대한민국,122분,2019.02.20 개봉
라이언 일병 구하기,"전쟁, 액션, 드라마",미국,170분,1998.09.12 개봉
12번째 솔저,전쟁,노르웨이,135분,2019.04.11 개봉
태극기 휘날리며,"전쟁, 드라마, 액션",대한민국,145분,"2021.03.17 재개봉,  2004.02.05 개봉"
플래툰,"전쟁, 드라마",미국,120분,"2017.06.15 재개봉,  1987.07.04 개봉"
블랙 호크 다운,"전쟁, 드라마",미국,144분,2002.02.01 개봉
7월 4일생,"전쟁, 드라마",미국,145분,1990.03.17 개봉
메리 크리스마스,"전쟁, 드라마","프랑스, 독일, 영국, 벨기에, 루마니아",115분,2007.12.20 개봉
에너미 앳 더 게이트,"전쟁, 드라마, 스릴러, 액션","미국, 독일, 영국, 아일랜드",130분,2001.05.19 개봉
진링의 13소녀,"전쟁, 서사, 드라마","중국, 홍콩",146분,2013.11.14 개봉
라스트 모히칸,"전쟁, 멜로/로맨스",미국,114분,"2017.09.14 재개봉,  1992.11.28 개봉"
디어 헌터,"전쟁, 드라마",미국,184분,"2022.06.23 재개봉,  1979.03.03 개봉"
아웃포스트,"전쟁, 드라마","미국, 불가리아",123분,2020.09.23 개봉
고지전,"전쟁, 드라마",대한민국,133분,2011.07.20 개봉
진주만,"전쟁, 드라마, 액션, 멜로/로맨스",미국,177분,2001.06.01 개봉
